##	##
simulation time	timestep	input EIR	simulated EIR	human infectiousness	N_v0(gambiae_ss)	N_v(gambiae_ss)	O_v(gambiae_ss)	S_v(gambiae_ss)	immunity h	immunity Y	new infections	num transmitting humans	res avail(gambiae_ss)	res req(gambiae_ss)
2812	nan	5.53425	5.51542	0.087141	1548.71	17963.6	2258.02	1196.81	468.12	1.30492e+07	248	90	2621.44	nan
2813	nan	5.07678	5.05951	0.0871558	1372.72	16307.7	2127.71	1151.71	468.44	1.30599e+07	182	90	2321.76	nan
2814	nan	4.59828	4.58264	0.0867923	1215.83	14703.9	1979.29	1093.99	468.87	1.30709e+07	233	90	2055.14	nan
2815	nan	4.12316	4.10914	0.0871084	1079.13	13198.4	1819.84	1026.55	463.3	1.30811e+07	194	89	1823.31	nan
2816	nan	3.67048	3.658	0.0872934	962.444	11843	1661.28	953.074	463.69	1.30928e+07	167	89	1625.78	nan
2817	nan	3.25351	3.24244	0.0873222	864.694	10616.3	1507.99	874.074	464.06	1.31049e+07	158	89	1460.61	nan
2818	nan	2.88009	2.8703	0.086007	784.301	9535.05	1363.04	795.164	457.79	1.29233e+07	111	88	1325.03	nan
2819	nan	2.55359	2.54819	0.085612	719.496	8620.42	1230.33	721.889	458.13	1.29347e+07	98	88	1216.03	nan
2820	nan	2.27399	2.26918	0.0856602	668.606	7838.87	1104.41	652.419	458.53	1.29459e+07	94	87	1130.6	nan
2821	nan	2.03906	2.03475	0.0858165	629.94	7188.16	994.956	586.815	458.9	1.29562e+07	114	88	1066	nan
2822	nan	1.84527	1.84137	0.0855305	602.056	6662.05	901.964	526.862	458.22	1.29662e+07	71	88	1019.79	nan
2823	nan	1.68857	1.68499	0.0850528	583.802	6252.25	823.37	475.787	458.54	1.29784e+07	74	88	989.913	nan
2824	nan	1.56482	1.56152	0.0848228	574.093	5943.31	757.273	432.282	458.9	1.29907e+07	79	89	974.636	nan
2825	nan	1.47021	1.4671	0.0846672	572.04	5726.24	703.844	395.353	459.21	1.30042e+07	76	89	972.468	nan
2826	nan	1.40132	1.39836	0.0845917	576.851	5592.62	662.225	364.735	459.39	1.30185e+07	56	89	982.084	nan
2827	nan	1.35523	1.35236	0.084517	587.802	5533.95	631.355	340.29	459.57	1.30332e+07	50	89	1002.21	nan
2828	nan	1.32947	1.32666	0.0843894	604.1	5542.4	610.074	321.516	459.95	1.30454e+07	59	89	1031.5	nan
2829	nan	1.32195	1.31915	0.0843114	624.871	5610	597.279	307.871	460.33	1.3057e+07	81	89	1068.43	nan
2830	nan	1.33082	1.32801	0.0838084	649.086	5728.39	591.938	298.77	460.61	1.30685e+07	62	90	1111.18	nan
2831	nan	1.35436	1.35149	0.0832788	675.508	5888.46	592.378	293.724	461	1.30812e+07	58	90	1157.56	nan
2832	nan	1.39079	1.38785	0.0826636	702.683	6079.55	597.773	292.072	461.37	1.30933e+07	59	90	1204.98	nan
2833	nan	1.43812	1.43508	0.0825347	728.956	6289.73	607.364	293.119	461.71	1.31056e+07	62	90	1250.55	nan
2834	nan	1.49401	1.49085	0.0826633	752.535	6505.55	621.269	296.463	462.02	1.31185e+07	59	89	1291.11	nan
2835	nan	1.55564	1.55235	0.0824233	771.612	6712.3	638.481	301.891	462.43	1.31342e+07	92	89	1323.54	nan
2836	nan	1.61968	1.61625	0.082605	784.509	6895.03	656.652	309.38	462.86	1.31497e+07	67	90	1344.97	nan
2837	nan	1.68228	1.67872	0.0829328	789.855	7039.13	675.421	318.092	463.28	1.3163e+07	72	90	1353.1	nan
2838	nan	1.73927	1.73559	0.0831005	786.746	7131.62	693.36	327.19	463.69	1.31751e+07	83	90	1346.49	nan
2839	nan	1.78636	1.78259	0.0827851	774.863	7162.5	708.158	336.411	464.1	1.3186e+07	65	90	1324.72	nan
2840	nan	1.81955	1.8157	0.0827084	754.526	7125.5	717.559	344.883	464.48	1.31976e+07	84	90	1288.45	nan
2841	nan	1.83547	1.83159	0.0827626	726.659	7019	721.488	351.367	464.84	1.32101e+07	81	90	1239.4	nan
2842	nan	1.83182	1.82795	0.0827375	692.68	6846.01	719.64	355.125	465.22	1.32219e+07	61	90	1180.08	nan
2843	nan	1.80763	1.80381	0.0832876	654.334	6613.75	711.775	356.15	465.65	1.32336e+07	80	90	1113.54	nan
2844	nan	1.76343	1.7597	0.0832213	613.506	6333.01	698.807	354.231	466.01	1.32447e+07	81	90	1043.04	nan
2845	nan	1.70117	1.69757	0.0833882	572.035	6016.74	679.697	349.543	466.25	1.32565e+07	62	90	971.704	nan
2846	nan	1.62401	1.62058	0.0834085	531.579	5678.89	655.776	342.14	466.52	1.32685e+07	61	89	902.346	nan
2847	nan	1.53596	1.53271	0.0836437	493.517	5333.14	628.02	331.856	466.76	1.32798e+07	41	89	837.284	nan
2848	nan	1.44137	1.43832	0.0842057	458.917	4992.54	597.729	319.377	467.11	1.32901e+07	64	89	778.301	nan
2849	nan	1.34459	1.34175	0.0839736	428.548	4667.79	566.504	305.159	467.42	1.32997e+07	55	89	726.671	nan
2850	nan	1.24957	1.24693	0.083502	402.925	4368.57	533.994	290.034	467.75	1.33093e+07	44	89	683.241	nan
2851	nan	1.15964	1.15719	0.0833829	382.375	4101.92	501.494	274.41	468.11	1.33195e+07	60	89	648.55	nan
2852	nan	1.0774	1.07513	0.0832803	367.111	3873.23	470.817	258.277	468.41	1.3329e+07	41	89	622.95	nan
2853	nan	1.00476	1.00263	0.0833293	357.302	3686.9	442.91	242.475	468.71	1.33386e+07	40	90	606.736	nan
2854	nan	0.942985	0.940991	0.0828559	353.144	3545.84	418.658	227.732	461.93	1.32162e+07	33	89	600.257	nan
2855	nan	0.892906	0.891002	0.082232	354.918	3459.81	399.059	214.942	455.22	1.31276e+07	45	88	604.023	nan
2856	nan	0.855046	0.854385	0.0819278	363.041	3426.9	381.956	204.183	455.54	1.31371e+07	42	88	618.796	nan
2857	nan	0.829804	0.829163	0.0815175	378.101	3443.42	368.047	194.629	455.77	1.31467e+07	32	88	645.671	nan
2858	nan	0.817617	0.816986	0.0810816	400.893	3518.32	359.481	186.27	456.1	1.31564e+07	46	88	686.159	nan
2859	nan	0.819101	0.818469	0.0805006	432.572	3659.91	356.624	180.153	456.25	1.31658e+07	23	88	742.245	nan
2860	nan	0.835179	0.834534	0.0800065	474.57	3877.08	359.662	176.848	456.41	1.31755e+07	22	88	816.435	nan
2861	nan	0.867198	0.866528	0.079672	528.521	4180.11	369.288	176.362	456.62	1.31847e+07	31	88	911.769	nan
2862	nan	0.917032	0.916324	0.0794323	596.393	4582.07	386.413	178.87	456.97	1.31937e+07	44	88	1031.77	nan
2863	nan	0.987176	0.986413	0.0791529	680.355	5098.28	411.989	184.781	457.37	1.32026e+07	47	88	1180.29	nan
2864	nan	1.08081	1.07998	0.0785752	782.651	5745.83	446.85	194.547	457.76	1.32113e+07	45	89	1361.25	nan
2865	nan	1.20184	1.20091	0.0780359	905.334	6542.89	491.68	208.637	458.19	1.322e+07	51	89	1578.18	nan
2866	nan	1.35484	1.3538	0.0772665	1049.93	7506.73	547.825	227.406	458.78	1.3229e+07	84	89	1833.52	nan
2867	nan	1.54493	1.54373	0.0771342	1216.97	8651.41	616.519	251.311	459.21	1.32393e+07	74	89	2127.83	nan
2868	nan	1.77741	1.77604	0.0775669	1405.42	9984.48	701.198	280.942	459.66	1.32488e+07	72	89	2458.78	nan
2869	nan	2.05728	2.05569	0.0788831	1612.14	11502.9	805.351	317.266	460.15	1.32586e+07	91	89	2820.2	nan
2870	nan	2.38838	2.38653	0.0797	1831.41	13188.9	932.136	362.019	460.65	1.32692e+07	99	89	3201.38	nan
2871	nan	2.77233	2.77019	0.0808783	2054.75	15005.9	1079.23	417.066	461.25	1.32807e+07	124	89	3586.89	nan
2872	nan	3.20725	3.20477	0.0817835	2271.19	16898.1	1246.3	482.993	461.75	1.32924e+07	152	89	3957.2	nan
2873	nan	3.68641	3.68356	0.0822348	2468.02	18789.1	1428.11	558.969	462.22	1.33044e+07	135	89	4290.15	nan
2874	nan	4.19712	4.19387	0.0831098	2632.1	20586.8	1617.69	644.173	462.7	1.33164e+07	175	89	4563.35	nan
2875	nan	4.72026	4.71661	0.0837075	2751.5	22191.8	1811.11	735.447	463.31	1.33276e+07	218	90	4757.02	nan
2876	nan	5.23073	5.22669	0.0846674	2817.28	23506.2	1998.98	830.015	463.87	1.33401e+07	259	90	4856.82	nan
2877	nan	5.69917	5.69476	0.0855334	2824.77	24447.1	2174.88	924.991	464.33	1.33523e+07	213	90	4855.99	nan
2878	nan	6.09483	6.09012	0.0860633	2774.29	24956.5	2327.97	1016.24	464.73	1.33646e+07	288	90	4756.35	nan
2879	nan	6.38941	6.38447	0.0861765	2671.08	25008	2446.38	1099.95	465.13	1.33779e+07	252	90	4567.88	nan
2880	nan	6.56097	6.5559	0.0865509	2524.33	24611.5	2521.83	1170.49	465.55	1.33918e+07	287	90	4307.01	nan
2881	nan	6.59726	6.59216	0.0873585	2345.74	23808.2	2555.25	1222.23	466	1.34064e+07	349	90	3994.08	nan
2882	nan	6.49753	6.49251	0.088245	2147.87	22664.6	2549.69	1252.57	466.4	1.34202e+07	311	90	3650.59	nan
2883	nan	6.27253	6.26768	0.0883876	1942.63	21263.8	2505.72	1262.71	466.83	1.3434e+07	289	89	3296.66	nan
2884	nan	5.94255	5.93796	0.0884679	1740.19	19693.5	2422.66	1253.8	467.19	1.34476e+07	242	89	2949.3	nan
2885	nan	5.53425	5.52997	0.087716	1548.39	18039.3	2304.84	1225.68	467.35	1.34617e+07	211	88	2621.44	nan
2886	nan	5.07678	5.07286	0.087401	1372.53	16376.2	2160.98	1178.67	467.71	1.34771e+07	213	88	2321.76	nan
2887	nan	4.59828	4.59473	0.0873163	1215.67	14766.1	1999.55	1115.89	468.13	1.34918e+07	223	88	2055.14	nan
2888	nan	4.12316	4.11998	0.0875226	1078.99	13254.4	1833.77	1041.47	468.46	1.35058e+07	211	88	1823.31	nan
2889	nan	3.67048	3.66765	0.0891387	962.323	11871.4	1671.58	960.525	461.5	1.35167e+07	167	88	1625.78	nan
2890	nan	3.25351	3.25351	0.0894342	864.587	10654.2	1521.42	880.646	461.91	1.35311e+07	145	89	1460.61	nan
2891	nan	2.88009	2.88009	0.0907184	784.222	9574.55	1379.32	802.372	454.82	1.35446e+07	169	88	1325.03	nan
2892	nan	2.55359	2.56218	0.0908607	719.452	8655.05	1250.4	729.604	455.13	1.35588e+07	147	88	1216.03	nan
2893	nan	2.27399	2.28164	0.090045	668.515	7869.83	1132.4	661.205	455.52	1.35729e+07	106	88	1130.6	nan
2894	nan	2.03906	2.04592	0.0890186	629.853	7216.29	1024.38	598.467	455.89	1.35867e+07	81	88	1066	nan
2895	nan	1.84527	1.85148	0.0885579	601.971	6687.83	928.463	541.579	456.24	1.36007e+07	76	88	1019.79	nan
2896	nan	1.68857	1.69425	0.0882718	583.714	6273.13	846.719	490.012	456.55	1.36149e+07	75	88	989.913	nan
2897	nan	1.56482	1.57009	0.0882224	574.001	5961.78	779.059	444.847	456.85	1.36294e+07	59	88	974.636	nan
2898	nan	1.47021	1.47516	0.0883432	571.947	5743.58	724.885	406.757	457.21	1.36432e+07	69	90	972.468	nan
2899	nan	1.40132	1.40603	0.0883642	576.767	5609.18	683.116	375.536	457.53	1.36578e+07	60	90	982.084	nan
2900	nan	1.35523	1.35979	0.0877926	587.71	5550.22	652.019	350.839	457.82	1.3672e+07	45	90	1002.21	nan
2901	nan	1.32947	1.33394	0.0875942	603.999	5558.46	629.676	332.019	458.14	1.36862e+07	49	90	1031.5	nan
2902	nan	1.32195	1.32639	0.0876596	624.761	5625.98	615.896	318.096	450.47	1.36846e+07	57	89	1068.43	nan
2903	nan	1.33082	1.33501	0.0873655	648.964	5755.89	610.497	309.149	450.87	1.36974e+07	62	89	1111.18	nan
2904	nan	1.35436	1.35863	0.0870628	675.376	5920.42	611.032	303.784	451.22	1.37089e+07	60	89	1157.56	nan
2905	nan	1.39079	1.39517	0.0868379	702.503	6112.76	617.188	301.645	451.6	1.37207e+07	58	89	1204.98	nan
2906	nan	1.43812	1.44265	0.0863184	728.654	6323.81	628.189	302.75	451.98	1.37329e+07	62	89	1250.55	nan
2907	nan	1.49401	1.49871	0.0866462	752.227	6540.25	642.648	306.628	452.19	1.37445e+07	54	90	1291.11	nan
2908	nan	1.55564	1.56054	0.0866557	771.301	6747.95	660.896	312.626	452.53	1.37562e+07	72	90	1323.54	nan
2909	nan	1.61968	1.62478	0.0863748	784.199	6931.62	680.434	320.442	452.94	1.37675e+07	87	90	1344.97	nan
2910	nan	1.68228	1.68758	0.0868417	789.554	7076.5	699.161	329.792	444.92	1.37627e+07	61	89	1353.1	nan
2911	nan	1.73927	1.74608	0.086888	786.457	7183.23	717.52	340.095	445.17	1.37737e+07	64	88	1346.49	nan
2912	nan	1.78636	1.79336	0.0869937	774.59	7219.25	731.997	349.423	445.54	1.37837e+07	67	89	1324.72	nan
2913	nan	1.81955	1.82668	0.0869953	754.24	7182.75	742.057	357.44	445.93	1.37939e+07	78	89	1288.45	nan
2914	nan	1.83547	1.84267	0.0867915	726.309	7075.75	746.506	363.827	446.42	1.3804e+07	108	89	1239.4	nan
2915	nan	1.83182	1.839	0.0869558	692.366	6901.65	744.373	367.957	446.73	1.38138e+07	80	90	1180.08	nan
2916	nan	1.80763	1.81472	0.0871714	654.055	6667.92	736.302	369.086	447.13	1.38231e+07	73	90	1113.54	nan
2917	nan	1.76343	1.77034	0.0867089	613.257	6385.27	722.043	367.047	447.4	1.3836e+07	61	90	1043.04	nan
2918	nan	1.70117	1.70784	0.0862396	571.815	6066.73	700.679	362.094	447.81	1.38492e+07	64	90	971.704	nan
2919	nan	1.62401	1.63038	0.086829	531.382	5726.31	673.957	353.874	448.2	1.38607e+07	67	90	902.346	nan
2920	nan	1.53596	1.54197	0.0866295	493.34	5378.05	644.753	342.291	448.47	1.38712e+07	60	90	837.284	nan
2921	nan	1.44137	1.44702	0.0872813	458.757	5034.79	612.792	328.63	448.87	1.38856e+07	67	90	778.301	nan
2922	nan	1.34459	1.34986	0.0870737	428.4	4707.72	580.364	313.674	449.21	1.39012e+07	64	89	726.671	nan
2923	nan	1.24957	1.25447	0.087774	402.786	4406.1	547.529	297.744	449.52	1.39167e+07	55	89	683.241	nan
2924	nan	1.15964	1.16419	0.0884193	382.241	4137.15	516.077	281.592	449.8	1.39308e+07	60	89	648.55	nan
2925	nan	1.0774	1.08163	0.0887461	366.978	3906.41	486.889	265.501	450	1.3945e+07	34	89	622.95	nan
2926	nan	1.00476	1.00869	0.0886101	357.168	3718.09	460.075	250.29	450.23	1.39583e+07	34	89	606.736	nan
2927	nan	0.942985	0.94668	0.088451	353.005	3575.46	435.865	236.229	450.52	1.39725e+07	40	90	600.257	nan
2928	nan	0.892906	0.896405	0.0878783	354.77	3481.64	414.987	223.361	450.79	1.39863e+07	37	90	604.023	nan
2929	nan	0.855046	0.858397	0.0879732	362.88	3439.77	397.904	211.908	451.15	1.39999e+07	41	90	618.796	nan
2930	nan	0.829804	0.833056	0.0884614	377.939	3453.64	385.873	202.145	451.44	1.40132e+07	38	90	645.671	nan
2931	nan	0.817617	0.820821	0.0878303	400.777	3534.5	379.446	194.873	451.81	1.40267e+07	54	90	686.159	nan
2932	nan	0.819101	0.822311	0.0869457	432.491	3678.68	378.003	189.843	452.04	1.40406e+07	37	89	742.245	nan
2933	nan	0.835179	0.838452	0.0863908	474.44	3896.65	381.905	187.203	452.36	1.40542e+07	46	89	816.435	nan
2934	nan	0.867198	0.870597	0.0864386	528.276	4200.66	392.669	187.257	452.57	1.40694e+07	29	89	911.769	nan
2935	nan	0.917032	0.920626	0.0865491	596.098	4604.3	411.916	190.225	452.84	1.40849e+07	49	89	1031.77	nan
2936	nan	0.987176	0.991044	0.0872316	680	5122.6	440.834	196.852	453.11	1.40992e+07	39	89	1180.29	nan
2937	nan	1.08081	1.08505	0.0875703	782.212	5772.8	481.303	207.837	453.49	1.41127e+07	44	90	1361.25	nan
2938	nan	1.20184	1.20655	0.0877623	904.792	6573.08	534.004	223.935	453.86	1.41256e+07	60	90	1578.18	nan
2939	nan	1.35484	1.35982	0.0871736	1049.27	7540.59	599.857	245.862	454.28	1.41362e+07	64	90	1833.52	nan
2940	nan	1.54493	1.5506	0.0866686	1216.19	8689.85	678.822	274.025	454.72	1.41467e+07	63	91	2127.83	nan
2941	nan	1.77741	1.78394	0.0859607	1404.5	10028.4	772.696	308.657	455.23	1.4157e+07	88	91	2458.78	nan
2942	nan	2.05728	2.06484	0.0859605	1611.1	11553.2	882.697	350.036	455.7	1.41689e+07	101	90	2820.2	nan
2943	nan	2.38838	2.39715	0.0862783	1830.24	13247.6	1012.27	398.96	456.08	1.41801e+07	96	89	3201.38	nan
2944	nan	2.77233	2.78251	0.0869649	2053.48	15073.6	1162.48	456.382	456.65	1.41916e+07	118	89	3586.89	nan
2945	nan	3.20725	3.21903	0.0871111	2269.84	16975	1332.43	523.705	457.17	1.42055e+07	131	89	3957.2	nan
2946	nan	3.68641	3.69995	0.0877024	2466.6	18875.2	1516.03	601.34	457.82	1.4223e+07	159	89	4290.15	nan
2947	nan	4.19712	4.21254	0.0891642	2630.67	20682	1711.81	687.76	458.5	1.42368e+07	189	90	4563.35	nan
2948	nan	4.72026	4.7376	0.0901719	2750.13	22295.3	1917.36	780.501	458.97	1.42493e+07	192	90	4757.02	nan
2949	nan	5.23073	5.24995	0.0913893	2815.99	23617.1	2119.97	879.253	459.5	1.42625e+07	245	90	4856.82	nan
2950	nan	5.69917	5.7201	0.091465	2823.58	24564.1	2308.8	980.92	460.06	1.4276e+07	252	90	4855.99	nan
2951	nan	6.09483	6.11722	0.0918873	2773.24	25076	2466.12	1079.53	460.42	1.42907e+07	300	90	4756.35	nan
2952	nan	6.38941	6.41288	0.0931877	2670.16	25129.3	2589.95	1168.23	460.97	1.43057e+07	270	90	4567.88	nan
2953	nan	6.56097	6.58507	0.0938392	2523.55	24732.8	2677.05	1240.68	461.39	1.43225e+07	283	90	4307.01	nan
2954	nan	6.59726	6.62149	0.0944404	2345.09	23927.3	2718.69	1296.31	461.99	1.4339e+07	283	90	3994.08	nan
2955	nan	6.49753	6.5214	0.0933136	2147.33	22779.6	2714.42	1332.26	462.27	1.42968e+07	308	89	3650.59	nan
2956	nan	6.27253	6.29557	0.0934295	1942.18	21374.3	2664.95	1345.36	462.82	1.4311e+07	271	90	3296.66	nan
2957	nan	5.94255	5.96439	0.0938066	1739.83	19797.6	2559.63	1336.46	463.26	1.43267e+07	248	90	2949.3	nan
2958	nan	5.53425	5.55458	0.0937285	1548.08	18135.9	2427.19	1302.25	463.65	1.4342e+07	247	90	2621.44	nan
2959	nan	5.07678	5.09543	0.0938545	1372.27	16465.2	2273.51	1244.9	463.96	1.43574e+07	244	91	2321.76	nan
2960	nan	4.59828	4.61518	0.0942961	1215.45	14847	2107.79	1175.64	464.42	1.43737e+07	223	91	2055.14	nan
2961	nan	4.12316	4.13831	0.0945204	1078.81	13327.5	1938.22	1097.25	464.7	1.43895e+07	171	91	1823.31	nan
2962	nan	3.67048	3.68397	0.0947595	962.16	11937.3	1769.48	1014.42	465.18	1.44045e+07	147	91	1625.78	nan
2963	nan	3.25351	3.26546	0.0945127	864.441	10693.7	1606.31	930.484	465.46	1.44199e+07	144	91	1460.61	nan
2964	nan	2.88009	2.89067	0.0943224	784.089	9603.5	1451.33	847.787	465.84	1.44336e+07	126	91	1325.03	nan
2965	nan	2.55359	2.56297	0.0941412	719.345	8665.85	1308.33	768.29	466.34	1.44473e+07	151	91	1216.03	nan
2966	nan	2.27399	2.28234	0.0935524	668.46	7874.38	1179.29	693.477	466.58	1.44606e+07	94	91	1130.6	nan
2967	nan	2.03906	2.04655	0.0926032	629.813	7219.55	1064.5	625.01	466.82	1.44745e+07	76	90	1066	nan
2968	nan	1.84527	1.85205	0.0923446	601.972	6690.26	964.865	563.477	467.07	1.44884e+07	70	90	1019.79	nan
2969	nan	1.68857	1.69477	0.0923064	583.713	6275.32	879.383	509.21	467.45	1.45028e+07	73	91	989.913	nan
2970	nan	1.56482	1.57057	0.091713	573.999	5963.73	809.149	462.239	467.4	1.45157e+07	65	90	974.636	nan
2971	nan	1.47021	1.47561	0.0911959	571.944	5745.91	752.277	422.519	467.76	1.45285e+07	73	90	972.468	nan
2972	nan	1.40132	1.40647	0.0909086	576.762	5611.57	706.605	390.085	468.01	1.45398e+07	49	90	982.084	nan
2973	nan	1.35523	1.36021	0.0902102	587.702	5552.41	672.239	363.784	468.45	1.4551e+07	83	91	1002.21	nan
2974	nan	1.32947	1.33129	0.0894804	603.986	5560.58	647.372	343.073	468.71	1.45623e+07	49	91	1031.5	nan
2975	nan	1.32195	1.32312	0.0892538	624.746	5628.42	631.227	327.714	469.07	1.45748e+07	55	91	1068.43	nan
2976	nan	1.33082	1.332	0.0891413	648.949	5747.04	623.809	316.838	469.39	1.45877e+07	56	91	1111.18	nan
2977	nan	1.35436	1.35556	0.0887863	675.359	5907.32	624.011	310.27	469.74	1.46009e+07	69	91	1157.56	nan
2978	nan	1.39079	1.39202	0.0886396	702.521	6098.79	630.243	307.9	470.02	1.46133e+07	71	91	1204.98	nan
2979	nan	1.43812	1.4394	0.0882874	728.785	6309.26	641.665	309.008	470.48	1.46254e+07	86	91	1250.55	nan
2980	nan	1.49401	1.49533	0.0877647	752.358	6525.56	656.521	312.98	470.78	1.46377e+07	59	91	1291.11	nan
2981	nan	1.55564	1.55702	0.0875663	771.433	6732.96	673.371	319.265	471.11	1.465e+07	62	91	1323.54	nan
2982	nan	1.61968	1.62111	0.0874265	784.332	6916.27	691.635	326.964	471.54	1.46618e+07	67	91	1344.97	nan
2983	nan	1.68228	1.68377	0.0869246	789.682	7060.82	709.803	335.557	471.93	1.46757e+07	73	90	1353.1	nan
2984	nan	1.73927	1.74081	0.0868065	786.579	7154.04	725.926	344.67	472.47	1.46906e+07	88	90	1346.49	nan
2985	nan	1.78636	1.78795	0.0873306	774.706	7185.2	738.881	353.4	473.01	1.47051e+07	104	90	1324.72	nan
2986	nan	1.81955	1.82117	0.0872819	754.379	7148.22	749.014	360.828	473.33	1.47187e+07	79	90	1288.45	nan
2987	nan	1.83547	1.83711	0.0871265	726.523	7041.53	753.473	366.837	472.76	1.47292e+07	65	89	1239.4	nan
2988	nan	1.83182	1.83345	0.086124	692.557	6870.35	751.71	371.151	465.02	1.4535e+07	67	88	1180.08	nan
2989	nan	1.80763	1.80688	0.0869343	654.224	6652	744.241	373.219	465.42	1.45503e+07	67	88	1113.54	nan
2990	nan	1.76343	1.7627	0.0879589	613.404	6374.65	727.839	371.487	465.76	1.45651e+07	64	89	1043.04	nan
2991	nan	1.70117	1.70046	0.0883508	571.914	6057.09	708.034	365.613	466.07	1.4579e+07	63	89	971.704	nan
2992	nan	1.62401	1.62334	0.0877772	531.417	5717.36	683.481	356.738	466.33	1.45918e+07	78	90	902.346	nan
2993	nan	1.53596	1.53532	0.0872564	493.373	5369.75	653.273	346.276	466.72	1.46054e+07	64	90	837.284	nan
2994	nan	1.44137	1.44077	0.0868847	458.786	5027.08	619.445	333.185	467.09	1.46191e+07	64	90	778.301	nan
2995	nan	1.34459	1.34403	0.0870988	428.427	4700.57	584.205	317.552	467.39	1.46321e+07	68	90	726.671	nan
2996	nan	1.24957	1.24905	0.0870306	402.811	4399.43	549.637	300.482	467.71	1.46456e+07	58	90	683.241	nan
2997	nan	1.15964	1.15916	0.0870946	382.265	4131.01	516.232	283.116	468.04	1.46588e+07	53	90	648.55	nan
2998	nan	1.0774	1.07696	0.0869352	367.002	3900.71	484.966	266.177	468.28	1.46715e+07	43	90	622.95	nan
2999	nan	1.00476	1.00434	0.0865636	357.192	3712.75	456.263	249.968	468.53	1.4684e+07	42	90	606.736	nan
3000	nan	0.942985	0.942593	0.0862955	353.029	3570.49	430.653	234.904	468.82	1.46956e+07	36	90	600.257	nan
3001	nan	0.892906	0.892535	0.0859824	354.796	3476.92	408.929	221.177	469.14	1.47077e+07	46	91	604.023	nan
3002	nan	0.855046	0.85469	0.0862586	362.908	3435.21	391.697	209.112	469.4	1.47194e+07	32	91	618.796	nan
3003	nan	0.829804	0.829459	0.0869312	377.969	3449.17	379.851	199.053	461.33	1.47306e+07	35	90	645.671	nan
3004	nan	0.817617	0.817874	0.0863422	400.812	3530.37	373.747	191.792	461.56	1.47418e+07	40	90	686.159	nan
3005	nan	0.819101	0.819358	0.0856924	432.532	3674.61	372.565	186.889	461.89	1.47529e+07	46	90	742.245	nan
3006	nan	0.835179	0.835442	0.0855165	474.486	3892.49	376.914	184.387	462.26	1.47643e+07	41	90	816.435	nan
3007	nan	0.867198	0.86747	0.0852843	528.328	4196.31	388.266	184.588	462.5	1.47758e+07	32	90	911.769	nan
3008	nan	0.917032	0.91732	0.084989	596.161	4599.53	407.306	187.82	462.86	1.47871e+07	42	90	1031.77	nan
3009	nan	0.987176	0.987486	0.0846107	680.077	5117.39	434.886	194.635	463.2	1.47985e+07	48	90	1180.29	nan
3010	nan	1.08081	1.07929	0.0847268	782.307	5767.11	472.262	205.375	463.56	1.48097e+07	56	90	1361.25	nan
3011	nan	1.20184	1.20015	0.0854952	904.91	6566.82	522.032	220.495	463.89	1.482e+07	45	90	1578.18	nan
3012	nan	1.35484	1.35293	0.0858066	1049.42	7533.56	586.837	240.812	464.2	1.48301e+07	59	90	1833.52	nan
3013	nan	1.54493	1.54275	0.0855177	1216.35	8681.93	666.763	267.765	464.56	1.484e+07	59	90	2127.83	nan
3014	nan	1.77741	1.7749	0.0852843	1404.7	10019.5	761.75	302.258	465.18	1.485e+07	90	90	2458.78	nan
3015	nan	2.05728	2.05438	0.0851346	1611.32	11543.1	873.386	344.154	465.67	1.48597e+07	95	90	2820.2	nan
3016	nan	2.38838	2.38501	0.0854034	1830.49	13235.2	1003.09	393.717	466.14	1.48693e+07	109	90	3201.38	nan
3017	nan	2.77233	2.76842	0.0853108	2053.75	15059.2	1152.22	451.719	458.07	1.47939e+07	107	89	3586.89	nan
3018	nan	3.20725	3.20357	0.0852066	2270.12	16991.3	1319.54	520.097	458.54	1.48044e+07	123	89	3957.2	nan
3019	nan	3.68641	3.68217	0.0854563	2466.91	18905.5	1492.87	597.37	459.08	1.48153e+07	178	89	4290.15	nan
3020	nan	4.19712	4.1923	0.0870791	2630.78	20716.7	1676.6	680.375	450.79	1.48255e+07	135	88	4563.35	nan
3021	nan	4.72026	4.71464	0.0879566	2749.68	22374.8	1871.11	769.19	451.4	1.48367e+07	204	89	4757.02	nan
3022	nan	5.23073	5.2245	0.089502	2815.58	23716.5	2064.19	862.346	443.11	1.48424e+07	274	89	4856.82	nan
3023	nan	5.69917	5.69148	0.0903388	2823.05	24718.1	2247.17	959.849	443.75	1.48531e+07	234	89	4855.99	nan
3024	nan	6.09483	6.08661	0.091259	2772.32	25252.7	2406.68	1054.35	444.2	1.48647e+07	237	89	4756.35	nan
3025	nan	6.38941	6.38079	0.0919341	2669.24	25310.5	2533.46	1140.09	444.84	1.48784e+07	307	90	4567.88	nan
3026	nan	6.56097	6.55212	0.0929528	2522.42	24913.1	2620.08	1213.88	445.29	1.48936e+07	285	91	4307.01	nan
3027	nan	6.59726	6.58836	0.0942859	2344.13	24104.1	2665.85	1270.35	445.83	1.49073e+07	287	91	3994.08	nan
3028	nan	6.49753	6.48877	0.095232	2146.52	22950.1	2670.53	1306.56	446.35	1.49218e+07	274	91	3650.59	nan
3029	nan	6.27253	6.26407	0.095069	1941.51	21534.7	2630.13	1322.6	446.78	1.49379e+07	257	91	3296.66	nan
3030	nan	5.94255	5.93454	0.0952335	1739.27	19947.5	2543.2	1317.8	447.07	1.49539e+07	229	91	2949.3	nan
